User,Token,avgValue,noofDays
0x53829d517D8fA7D59d3D40E20251e519C079985F,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,100.000000,121
0x1314CA004878365dcB2AA9a1Cf1F9311B81dEF2B,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,399997.119403,6
0xf48eaD8a56Bf3E380E7E73FD59Ef794999658bA8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,12005.323343,12
0x397BbFfc7F70319E244b4A1B951F7eed42Cb390C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,10195.210287,6
0x40B42deFA549221aB38c1ba6C611AC92c0963116,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,11701.852862,6
0x33857a01975639488213511b760a14cD780d228B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1814076.059796,2
0xb0E2061B34171edc2B3C34E86B0b1F05ec7eeFFC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,235000.000000,120
0x872D24a78F9343D95fFbD602D3bEe5EC9773E9Ff,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,499.789602,39
0xc7e6DA4D1373BABa0033A9799470b3B4900f338C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2530.221887,3
0x239A290e002D3E6057Ba78F28E7b9567C6b737b4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,46558.126977,6
0x8e2F7D5aAAE5ABbD5052aCb74019b9b11cb74349,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,9358.375290,1
0x578ea3A59b41cA1b92CCdcF65bF6AE40727C4F34,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1998.918073,3
0x3bbEBf87B8dB82F59873AcD450Bca31CaF61DE12,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,14049.144672,74
0xdb5E4ab747C81BF525c006BA92527ADf84a171f4,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,499.463056,96
0xacf09Af6853Ba4CBbB838e6032953Bd7037b4539,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,4000.000000,6
0x43faf3F8bef053d901C572EDC32F055c20EFb764,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,30000.000000,120
0xab3e6F096372D1101E938ee9e0B3dcfC7Dc45DaC,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2856.964250,54
0x42ccF4f456D7c7fEBF274242CACcD74AAa0a53d7,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1500.000000,18
0x9b2ca0B27415ab8ffA9d7FF2065C9bdE53462f46,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1044.276347,5
0xABcAe081dc0D143AeFe3fEF2EFB70Dc756b64007,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,3000.000000,5
0xB932e9Dd1b48cE5895A3511d8BE0169Fb0E41323,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,60033.698195,2
0x63026d769f7D45FCbff3862e4A7C47c4dEfb4e29,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,36.789043,48
0x02Db8B065Feea8e2C9fE40b2CBCc0efe794b3C18,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,172740.218876,5
0x4a2B71D123584cba533D93017CA8379Ff2006ad9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,959.217263,11
0x6F90ced525825feD1C186849AC570d48Cb76BA77,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,27262.976244,81
0xC960338B529e0353F570f62093Fd362B8FB55f0B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1486.080368,50
0x36C9fdBF2EaFdb64F0082bE0E824Dc4605603E71,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,14678.158878,1
0xE53618cEc3bf9cBecE4F48AA8651d16FEc24BeFb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,219.516203,4
0x0e7518B332F469a6A2F59E690F225cef5157cca9,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,39500.000000,2
0x897E3BD5c79471C1aB6eC50EDa572094eF0Eb79c,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,20.000000,93
0x58Fc8a5d2bc89Dc1a353537271a217a6f64c92A4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,841.992630,82
0xDB327DA2816F4A768C89872e6E72f34CB5De4A77,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3851.791122,5
0x6f4077bfDC287BE5431E93AA851bB1E2F58836A0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,5923.734474,48
0x3cb07d1f0620090BB667dF1A5c90b4B80F8EdE73,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,71884.428346,2
0xeA61feaabfb34d15097f50Fb13262b0Ba18130D4,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,179940.404897,5
0xecAF401a100ff4e390075a5D45f7dB021F90a0E4,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,9166.666667,6
0xfAe1997BF334f9a03b239f1262D186d73bC0A7f1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3031.173469,82
0x919c43A3da9132aFa3b965DE7095eB1b1D765C97,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,504.610711,80
0x00CD2ff07447e2372549AC54Fba8548BEf968687,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,66062.710318,3
0x5234e2E6Ac823fc4891e83fBa16919936bb58f0a,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,451.694430,1
0x1A2923D39F11f4b0A47BcdEC29B30eC273dA0932,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,15.000000,17
0xB9641997d47809964F599A1871185cd292729596,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,199.780499,2
0xbD8e3fCDE2eD8A4872622d454FF7AC257C74F9E3,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2378.882400,6
0xE003F0340609D901C0aC0903f5F98c9B2704e8FD,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,128.808924,27
0xE5d2ca1ce854985600dC6C0555Ac43045E2698e1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,24002.567964,13
0x3c92E144062297cFD08a5a9BAaB59AaabD3231F3,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,33.696159,83
0xA44fABf957D2dA3bF3dB4702f027C9D3a173c1F2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2569.259427,2
0xC8d455A1979F8B4F1878a142372c48b96ff69031,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,114069.057264,30
0x70115B724f7E187aA73504D96125d1B84720E1ec,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,469.484217,43
0x1BF928864402b8d69128793998a6811c4D7973d7,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,100.000000,5
0x0D703ccD7DeBd7f6F4B0fFB29d2d710D19b09025,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,16.867896,87
0x5EC1Ce80615051941821610758514cB92DCda2b4,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,28934.000000,54
0x53829d517D8fA7D59d3D40E20251e519C079985F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,343.778849,121
0xb246275ab015CD3a62Ad46b992b92E4e2EE10dF9,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,25478.677479,6
0xb92c55DB9f5EdD46423980Fbe7fDB9948fAF5b57,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,109.891548,93
0x932500813eF18fD632051458e1DdA9Da930Bf763,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1606.000691,44
0x9459EDa837626A5D7f929BAf7d3AC1DF60e26239,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1713.998508,62
0xE2fb883fDc13BEA0bFa73a329718323f00FBb777,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,100.000000,2
0xbA3236c972F589118441c57c239C6AB73DA3a944,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,2875.070542,3
0x9453AA25a2462fC6D206EF3C1f7892f877887706,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,851.628763,4
0x3A63717548f60EeC71BFe86eEC55CB1Ba1F554ab,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3309.887007,31
0x2f206D74d7cFcc6a9F556825034eB110a572AD62,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,370059.933819,61
0x2397EedE9905F54CeB51679eB09f67F5CD7b6541,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,339.512159,1
0x07295d129f841f2854f9f298F137C2fFc5CCfF34,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,77361.956865,4
0xEa997f0cA1Fb878e3A7c4930a7F7ed5EB44ca40C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,39047.655399,6
0xe77f417441e10914e44F09D32B1477e10b65891e,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,322.817945,4
0xdFfcD5e5D9698850C85a06CC027Df41d3e532C5A,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,833.618924,6
0x06C90744b36Fefc20d17018Ba3dc31a00e922222,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,20763.303895,4
0xCfaba3994C45aa03e479000300801AE35B39c388,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,122788.806695,4
0x2472A846C16103E205ac6f5E37DC56C2EbB5EE4f,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,84329.270237,2
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,8188.530467,82
0xf98A6aF01D14839cd84342959B5c4f96A08c5a7a,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,280.609252,9
0x4a2B71D123584cba533D93017CA8379Ff2006ad9,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,2408.253651,6
0x88a320Eaa3099F24C881f84Fb0a903c666501747,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,34060.803593,9
0x125DBE70459b36A4C71664DcC97224EafEb4AeE0,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,10367.134413,4
0x3a212d3d7504dC4A39E21C731d0E80b114A2108b,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,6554.655825,62
0xb7d49ADB031d6DBDF3E8e28F21C6Dd3b6f231cD5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,47604.641516,11
0xe496DC2dcfC830174f4D7D92973C13545327771a,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,16781.109397,73
0x65F06D1e88ea2A9A7eA5EC11f03378BD8bddD178,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,410.339243,65
0x9f09502a0B68EDbcCDFF5E6C59270Ad150def363,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,64875.939743,4
0xD4f9FE0039Da59e6DDb21bbb6E84e0C9e83D73eD,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,11408.749904,1
0xA8f93D06De2791e0e18EC2703d8C35e1aE1a3D89,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1339.197014,41
0x1350149385d5fdadBfA5527f830d4065f77df2d5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1760.313157,81
0x2ad5031f85B4CD9E27A8F788a047DD8F507EaAA7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2899.628935,9
0x9E406B2c2021966f3983E899643609C45E3bBFFe,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,746756.097682,2
0x625D6405DCac9C82F4b681A131d9182115448F75,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,15424.675983,36
0xdaFf9E44da89d9Cd44f28D9E36c874078F5C7FB8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,471.190344,79
0x6732906488CA4F63C70446638c1fCf3d8Ea92eaD,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,367695.520194,3
0x24C6BF31Ede23801A6358A787016169C3Cb0984e,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3613.741963,80
0xa5926E71a6154A99C768B01b8DA3f81bB4599356,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,50.000000,3
0x4fca7eA8770eA56d3E5eb1Ce0f35fFE44F198C7D,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,37777.839616,1
0xAd63DdE7cA39ea3446fB6d29bB91e0cbf7A9A582,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,924.855746,5
0x4570d5b4177Cf209944e8E3fB1f2A77021ffD5C5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,89463.884285,32
0xE75C6D867f658E534450e0595dD0eb4FCc7a4060,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,519615.884294,6
0x70b0E62c99da00859E640eD4f29E4d4d47B1eAF4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2084.977091,65
0xaB25B48101F4243B0D67a40251301030B77e24dA,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,130818.395388,60
0xBfFe0aBBA8a766eb75A2f47Cc7aa2555201E9670,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,56139.099954,31
0xB1e76E0470b7aD2A6d473b8475EE04C6Be735D60,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,79996.037293,14
0x88bA42af3E1D47795a34d3814def2B0dC76b1781,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.726390,106
0xBaab80996E31DFeDc754E41a7101188b9830C842,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,219.973740,6
0x1CEc592E8A5608F3a5DCE6434f6A02246687711b,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0xac5E7a21855222E7aA894DFb069b7F061c7Fd61E,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,28.677404,85
0xc7229CBBB10Dfa06E0caDE96c03d9128FC80D1fd,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,57745.445347,3
0x0fe169b54064CBc74C1317b72861365a207fC4Cc,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,31463.143699,48
0xEE98aB6288895cA7C5b97daC025ad56e34F61210,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,6610.000000,6
0x0ADCcd300E936ecd45Ed69a4Ad35Ca56231aAD03,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,194490.088527,5
0x77FC6E36d82010B2263b76959720e9Ee2C947467,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,888792.809345,2
0x2e72aE3d28fF333Aee438fd2Fa3A690DCCdf27C5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1342.053056,1
0x65F06D1e88ea2A9A7eA5EC11f03378BD8bddD178,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,99.120664,65
0x3f1ADb91ffE32746d124512a5636Ba964e9d2FB2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,65.297341,16
0x15cfd653015f4620171A54466672d174D0e74d2a,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,27698.018967,57
0x731bA6d73718E86d6B12Fd373d648862de3f4056,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,5601.226959,18
0xD1ad912a5DcA8a51D7Df26eeADA6d02E6BFD7d30,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3595.517525,22
0xc4573C70606b12ca6961c4F1DCA954EaE7f8c0e8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2937.778831,8
0xE4BA3bE0B4c2c9cceDF80508db327Abc9dEaff3A,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,158.575278,12
0x47956b9F51c9f546fFFB3c022fff8e21b42E99f8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2197.524792,1
0x28681f814a92E636Efd564fd953b269C7D46E669,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3451.899031,72
0xB1e76E0470b7aD2A6d473b8475EE04C6Be735D60,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,67.981196,5
0xB90493d0876734f77a088538e9d49065F9De4D30,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,78999.001575,1
0xB1e76E0470b7aD2A6d473b8475EE04C6Be735D60,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,80373.251378,6
0xDd594463a4A809eb8bDb0f15b060AA38573f6a14,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,1700.000000,2
0x0ADCcd300E936ecd45Ed69a4Ad35Ca56231aAD03,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,317316.675210,1
0xaa8F454E1487dfc67f02A69B788c3f7379ec586E,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,30289.712616,82
0x057a1558a67C10F2B11F7f936E58Fcdec8113aF9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,48650.257375,6
0xD4f9FE0039Da59e6DDb21bbb6E84e0C9e83D73eD,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,63862.886648,3
0x5215B4ee0914eA3C62Aa1d059837293C5d2ccEEf,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,8000.000000,3
0x7ee89D98B5731107A2A9CeBc3D9a4e729d070262,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,10740.905326,82
0xE66fBC8Be19bD6B60a7FdC743a1019435EE0a04F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,539.332506,12
0xd27d90b337717Fd91C4D409F712B890D4eE2FdD6,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,122221.060240,8
0x69F3516BD83B2570928A3b325662eF9aF542abE3,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0x117175dC3E7fDc917342fAe860827371f856f5f5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0x907BC0ebAfb4c31d9250547ce9f6301780Fd4dA0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,17212.114424,60
0x4Ee711b72b476f47A05AEc5a260BA42Bb564404D,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,257673.666468,47
0x186b12Ceaf08FDE22E32647fcc800e45876F5Bd0,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,502.082675,5
0x3Fe9ea5D24c015BC0Eb07dBEB7F961b63AAF56fb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0x4D084A915a298FDe905Bb7B78A2F010Ab566F4C7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,24679.481572,36
0x6D805b253BFb38b27232Afd99d92840AC9022F9E,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,4786.070536,7
0x7DD0Ca0f62d84CaFA9D938F2660BA221D8D32684,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,7603.079975,4
0x9E406B2c2021966f3983E899643609C45E3bBFFe,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,901932.750180,2
0xff36c5f228c3F62E9cc8519694ccaeAf3F4024a6,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,341.580356,59
0x4d0E2fFbEb8232Dd04645DcCe3b642317794e4a1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,500.000000,5
0x7Aa0aFdaC9C34F780E349679fE9149eD5772199a,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,11612.717834,2
0xDA4Dd0425a476274f76FB354C63a09239545Af16,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2649.930520,9
0x77F95C8523B494845E1370BEB894F93766d83c63,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,401.210670,74
0x9b2ca0B27415ab8ffA9d7FF2065C9bdE53462f46,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1021.019824,5
0x8922e633A83c01d7Df56C1863E1027Db8C705755,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3148.957021,13
0x0ff6eA17821Cd9234df2B76defEA05D95F0a8b88,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,51136.114938,6
0x6AF235d2Bbe050e6291615B71CA5829658810142,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,593429.452745,6
0xaa8F454E1487dfc67f02A69B788c3f7379ec586E,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,582.871697,6
0xBD8b6Ef86290b3C6dC6232F3355131E0ba5478FA,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,5098.589696,5
0xBABf8480349daB3840c8040DB80C42CD456dea85,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,34.065151,4
0xC929fD701A001518dAefaf870A40e8bDc4E3766d,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,290.974832,7
0x1fFDf91652ae3d16e8208a469F6699E844DEeca2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2180.491562,2
0xe970030dBf729fc33CF9089De626099b33Dd52cC,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,9685.449773,6
0xb37f99cedD20a92CCC042b539Bed8D5d733C7Aa4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,475.162074,41
0x3097eCF8195aBc13dA5a56a16D686Fc3166EB056,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,31643.904669,34
0xC929fD701A001518dAefaf870A40e8bDc4E3766d,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,249.837481,1
0xcd812016b15e1937e281B7B7b1F1654e54CC0818,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,58998.208337,1
0x64B7fcC8C17540139BDd84d00c7261035602Cb66,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,12365.524287,51
0x9cD657146dcf96d92B7eE248Cc77CbF871d7c346,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,171506.954770,82
0x87A09bef77c381aDC4f69D12A593A3a2604b13d1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1499.960636,4
0x115fF71B91D2679CcEA6aA55ac8E6721E4417d35,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,313.675991,25
0xF19A2915376CADAe20bAD66739eDe59d96D19F41,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,404.753836,77
0xa8F9956f6d8D4a6Dc37478408E4b33b52E85AC7D,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0xe456c90b5404B91F6076EBb3bB3EC18a6313F79e,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23.824639,2
0x777e94A3f8398f05329D61858ed3D9269E48580A,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,509.958660,1
