User,Token,avgValue,noofDays
0x475681F0e12606cf8f97743C1d4558C06a287840,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1730.097126,2
0xcCA10c95672485E8701f67Bd650253285DD395e8,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,169920.171450,6
0xb246275ab015CD3a62Ad46b992b92E4e2EE10dF9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,65010.683714,1
0x3630220f243288E3EAC4C5676fC191CFf5756431,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,321788.733104,6
0xE18fF9d58B4dEb8C17Ccba79A87FBed548Ab06B3,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,9500.000000,53
0x6f6dDD7ceF89f65e05E8A61Fcc444c58EEE4aEee,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,20655.536114,60
0x369Fe36482BB1b61b3193EfAb1FF7EE1365c0e5a,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,8815.221127,13
0x7Fb1041931A8ca61a7607FEB1500265Bbd8f0434,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3559.487752,6
0x4E342f8988fD2668059B3fDF4729f01c1a2D6972,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,110.773757,1
0xAa163c47065c22D17Ed1c47E3E244337D2056c17,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1082.151517,57
0xbdbAafE12313cA57B11e8C759579365E69a05A7E,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,644.689882,64
0x7F1CA9Fe9C3728f5c632e5564b2BfF5585BE1748,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,169952.989870,5
0xeDfADee26074cF20Ae1699B16EDC65c27Aae4B50,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,19.118966,4
0xA8f93D06De2791e0e18EC2703d8C35e1aE1a3D89,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,115.344396,81
0xF502aa3461BF04f0d9bc6f7f3D8dee12524DE51C,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1136.496016,5
0xA2cDbd966a50fcA31dF26c7Ac78eCfED1c77C42F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,11921.281258,9
0xB9A9203b98f978fB30Fdc5D0165AcD1b3F59D10E,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,99.978155,1
0x4B670646AeE81273780Be150CCD03e7436a36aB1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,4640.009872,4
0x12227DFe5363cbE55919e230653810de0fF317e2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1019521.028700,6
0xD7892339a019240e6fb4d15554CFd015E81023a6,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,2800.000000,53
0x2975B8e30EC64c1855Dd94e1a8eCD435A323a9B0,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,10000.273590,27
0x2fD7Ff015f98b5501d62162eAe108eB0792eB0EC,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,35.321511,26
0xbA3236c972F589118441c57c239C6AB73DA3a944,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,3000.086952,3
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3990.131311,82
0xB79027228E24fec14672e0035520a186AEF6d07B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,522334.607037,6
0x016700997d3B1cd7Cfd8faEF9B2d7CDD3a8b2d3f,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,10185.364761,1
0x9bb2ae074AEf757CdAB9BCa3B67C9245116fA151,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,31833.306807,6
0x07e8531e64Dc6Ad4e2d0903a4E3E98d5285b9EC9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,23140.321962,30
0x466BbAd82E97bD6BBa781B1B8D172D16E1C52D23,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1417.528111,1
0xbdbAafE12313cA57B11e8C759579365E69a05A7E,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,673.329188,82
0x903f6009eb34170A6106a2Ef0A46D106847D95fF,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,97.061480,7
0x4d0E2fFbEb8232Dd04645DcCe3b642317794e4a1,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,500.000000,5
0xB81E05fdA4a2767A052C47e49b52Ab03795d6b1B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,24028.849873,2
0x4eF9A651F8656DEf8454178406eEae16FB7Ca458,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6179.841011,90
0xCfaba3994C45aa03e479000300801AE35B39c388,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,66098.559943,6
0x074a47b4a107BEaEf9D8fb5cBb66D7A829383168,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,148.790190,27
0x81126c7e3fb7b4aC2FB577c070f120F33b043C0b,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,930.237091,41
0x016F17DC99e1fCbE08e6bF62A42f632340611b36,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,53.376229,29
0x10e9E03d267CCB5333DB89Ce85682F85E389A4e0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2848.913474,2
0xe43192C078E391D6243e7e45828C0669162bB9e7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,137831.592646,73
0xb5CF6c54887e03716d1C6EBDb0E9f49D0c3Bed6A,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,15626.026522,74
0x22040D869370EF386D2b52497EAd9316947c6062,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,8483.404036,6
0xe6a2971646175AF2444c05EC1B635072820621A1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,93048.252268,6
0xFCe8161bB272a3109498dddd6FdD488C77BCE580,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,67.636642,96
0xf153FB08c86A5c4c10BBF31617467000E2C8eA4e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,8092.690831,5
0x22169E0694DE4A74133Bd06f01857556408F2bA2,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3699.996880,35
0x2d78a19E838a88827749571Cf1a0D381Fd563139,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2384.007578,11
0xc3Ad78CAa7984ECabb06C6bd4934C3d8e9EfD593,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1197.406400,8
0xa984ce40Edccbf979c95A9c77c3a2078e1C346bc,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1427.605115,5
0xCA0073964efe7f9422CeB16901018b1DB0cC4785,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3000.000000,6
0xF98bA4e9C697b61539Ee00f982cdFB9f241F4238,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,28740.185144,6
0xE7205eddEE5a24c5350aE1F6Ec3a51C382377b67,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,910.895487,1
0xc3e2279cBcACf7bC5B9654aF542D18C42ec75bee,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,941.109159,4
0x2142D846641B9434786cC64b510D825f7dFe2d33,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,62339.225479,4
0x16Ad8fF6bd5b3D002B9b9056DBE9688AF459914F,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,21327.124394,56
0x2768EF0331cfde4CaB0FfbF989c8f9D622c64C10,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,30.969635,1
0xbDB21E816E455E1642dBe8CeF6668A62E180657B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,339.840343,6
0x5932DcDC298B381DA8A04B0E48CD74Dc2dD96203,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,10000.000000,6
0x5E34bA79Ef1a73aE1647B8984671B4E403E44D8A,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,11885.467348,1
0x3b43fCa4306Ea190c3da9ddceFF2DE0d341975C1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,9366.234376,4
0xeEEC0e4927704ab3BBE5df7F4EfFa818b43665a3,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,86535.870738,3
0x3D660965F0baCa84059804CB78C045521950093c,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,50.001635,95
0x70C4cfb9D3d765f6CB1D989559d0170354D5a20b,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,513.588144,23
0x9667FB9fce99ce1D0e6604CD518aEd31796c771e,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3658.448803,29
0xAF1bff74708098dB603e48aaEbEC1BBAe03Dcf11,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,4169.708700,6
0x59D8644688C1C12e2A115F98B62410C7E218286F,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,8045.911816,5
0x4cd6B970F42B41Ee58c2e4B7aB99863d5AE52A23,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,170325.229250,4
0x166E58eA56399d5809FFfe195196554E9934bfF7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3393.563558,3
0x59c780472a04b88f14E0c46A00829540Ba8BF260,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,34.347732,117
0xEff3453d06Dd4AC4E9c02C13687485dF5f526532,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,146471.187790,6
0xb29c1b7EcB01E704eC2aB560d4eCeFaB0D0BFED9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,504.846797,79
0x725Fde1292357918Abf7968089C8C590388d27a5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,124.772161,47
0x91635821189683CBe95d6A513e49BC55d3654797,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,2000.000000,6
0x69faB1DDAB0E3D866d01D17aB2F3952EB548D776,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,343434.905600,1
0x680c3ee150a2E63C129f449dF01f7B60FB03ca1C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,9633.625781,13
0xD4f9FE0039Da59e6DDb21bbb6E84e0C9e83D73eD,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,11667.748417,3
0xbA2A65e2423e6D2EDb2c08DC8ed2ae866E86AdEB,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,791220.000000,1
0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,194791.042533,6
0x19d623106aa9Da781958b360aaf971dcB7c2dC6D,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,50370.195444,81
0x850B0Fe06389bdfa7F768353973dEf830f9De159,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1504.878178,1
0xA8d55E9f1dBd60f7DA1Fd53aD9e3A4D559f8E5C0,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,20.000000,2
0x12227DFe5363cbE55919e230653810de0fF317e2,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,1060000.000000,5
0x2e4ae4d3bD0Af45040b4F17e0BB7E6dC548626B1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,17017.599060,2
0xD51481929A8240D82083db2704ffa9DfA1829A06,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,185.238379,82
0xb1A34e40936B9ca51489BD7C8eC4099B4DcC773C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,789.311337,4
0x6CA0F4CE1cdf1312dB6085BD138BdA2c0f74a461,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,104.816985,5
0x61f59CE34a5502493074257b2598457Bf6B2F242,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,377.831363,61
0x3E47a33163320F7C0e823480420Ca09635c1fcAD,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,384.884169,1
0x50fad2b869521c27476A5245a49e09c338f94579,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,28696.879100,10
0x8BBae6de836155f1FF5b6BC5026BCF0D6927E5b1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,68313.871285,6
0x4a2B09f4F10f1A873F9FCA6541b89628EAb07c1F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,103.364308,14
0x2D5dD8b19A4D284AC1aC2DCCB92048322bcd9478,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,142470.845280,5
0x851829732e686d5a9092fb70eb49d09016De94Df,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,2852.898788,3
0x956c45e578913046d4AAc240e04657054693dE85,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,212489.613267,14
0x57eD5Bf73451024cF41e3EED11fA51eEDC82fBFC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3347.865255,1
0x12bDf4F4609fa94c83D1e8a00720FF8FEC21Bbd7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,6769.619631,6
0x59ac3463AB0EF831DE8CbFA079aE55f95E2348bC,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,17666.368221,15
0xA9AA16463C402C6E864511E76E24D1a386a7adFb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,104828.410210,2
0x8A88DFcC83C2999a81634899f55512A88D0d84b2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,39141.248975,27
0x731bA6d73718E86d6B12Fd373d648862de3f4056,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,195.057821,6
0x56d01ff227B501c562cC09452E41cACbb331C3f9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1937.819074,2
0xF9265318fF21cD973B9d0D7c35940b9ee62fF844,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,63669.083068,10
0xc26d7EF337e01a5cC5498D3cc2ff0610761ae637,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,34.368803,12
0x7Fb1041931A8ca61a7607FEB1500265Bbd8f0434,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,2358.133407,5
0xbDaeE0EDCC7d3F159325c29f7ca2cd3e50967c93,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,32807.430034,67
0xD26384A7F3D33f8528C5ff4453b2774e1F9484B5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,386.704142,2
0x73EbA1b0559387E0DaFCe29880D28Fe8C32246Bb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,129.302161,16
0x2ed29aDc8Fb15d93fa13A11d3D688D00FBb56E8d,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,60.177624,1
0x3DCbCeE30665B3074C7c02D3031090815b3388f7,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,38877.735228,6
0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,157685.919106,6
0x731bA6d73718E86d6B12Fd373d648862de3f4056,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,770.906762,5
0x915188A790Dcdd06447244196694C9f8a7d2b4C0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,413433.885601,55
0x4F77fA6698F41d0F0A478b1d56356E9afDD74E4c,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,81878.568521,33
0xCA0073964efe7f9422CeB16901018b1DB0cC4785,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,2033.758888,6
0x1c548493930D6De8Db946BDa03011e8AF93dDAe4,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,3434.349056,1
0xA3C4b68C9fe77608b0A2737D8349901BD4bAA66d,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,61850.942408,6
0x6251D7293E3C012437a6cC9fA913de1E98348ecc,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,21548.898475,1
0xdFfcD5e5D9698850C85a06CC027Df41d3e532C5A,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,35229.432884,5
0x1395f53B0472827c78964316a7f5595f302e10c9,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,17032.575268,4
0xf9d380A391A2C64D5585511203b1B7D136f2173E,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1529.281543,6
0x9aCf316e0df5754966fF88C0bB5aa19ab9A750e2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,12574.092687,6
0x6fCBBf79bd685190Ea17a5f4Ec260dC779FCec08,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,73539.266728,1
0x7e3c361493016bec54950CCBCF79706c0b4451Ab,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,9999.186421,3
0xC2C6DC6Ba7e852D2BDb593998B24e293e4dDf700,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,75.105321,15
0xB36504f950615e543919FE4A5a2A7A2719cA80Bb,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2344.898366,6
0xF605E8AAB1418bF13C31FCDD3516fd34E4Ebd6b0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,31622.134866,4
0x00CD2ff07447e2372549AC54Fba8548BEf968687,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,61734.401815,3
0x8317C6f5EC97061E402A531055A0B0Acf03cf67d,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,2384.560537,4
0x27D0524d68b8110C311e947Ac0eC7Fe443213D45,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,302498.536751,4
0x3A63717548f60EeC71BFe86eEC55CB1Ba1F554ab,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,4668.387913,32
0xfc46d4a74fDcb41c883A5177ea3dF61F6016b56B,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,137889.692801,5
0xc3e2279cBcACf7bC5B9654aF542D18C42ec75bee,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,962.791677,5
0x7Aa0aFdaC9C34F780E349679fE9149eD5772199a,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,21995.324493,63
0xDE4aeeB86Ed69BAcDeb0E92d30c80662ed0c1363,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,9997.675096,3
0x125DBE70459b36A4C71664DcC97224EafEb4AeE0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,141321.586087,18
0xFb15c3Af09Fbf8a39a587C4eD137Ee5737D7166B,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,1226.878923,6
0xd3E0d660d8Fab05B34CCb7Fe7681628d9a46c675,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,279942.600000,5
0x662D9D59d3EdDeC1C1447e3e907c186bDdd0321F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,317478.347089,79
0x368706b2F299635e63B513f93f329FAE8f366b48,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,670.704113,6
0xbdF81b19af7848F7384c38E68208885ff0C9F390,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,27657.815636,51
0x894b87dfB9e79082d2D0Ac7c16cE40658afd42D1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,10092.214225,80
0x50fad2b869521c27476A5245a49e09c338f94579,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,50048.196673,5
0xaa8F454E1487dfc67f02A69B788c3f7379ec586E,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,516.955964,35
0x7b007E8c0f77B50bEC8009f0e97F523DBa6FE506,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3825.157047,39
0x9D612a5282207ABEA8f88d9a5e54d7173D262bfD,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,284593.509018,82
0x9B8572C722d1f8B879AE45b8DB292e69C5001bB8,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,7730.946620,6
0xe212c1330a24C4151cA142F8e0da778303ca2b2e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,8000.000000,6
0x025ff79c1aE670b4DfEc865b8C67E370a9643Db0,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1299.040607,19
0x3E13Fd392d3FeB075b58F309d84C20698a54c10B,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,448.595220,6
0x5CA51c0Bb6Dbdf29465dAeb3F5dBD37074133467,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,24404.400269,26
0xeB1BcBfEC30297E70ce7Fda0a6729A233c957117,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,50.000000,29
0x3e59d5b2A7e9E17c5f1550EAf161A4866FB4395B,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,6072.497909,6
0x851829732e686d5a9092fb70eb49d09016De94Df,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,87499.951404,4
0xe5A437Cf519d11319363FA5556585293452A102A,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,18608.138392,34
0x4E14529D962Cba526A70435132CEe96599675D45,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,35668.873441,30
0x3e59d5b2A7e9E17c5f1550EAf161A4866FB4395B,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,5727.054283,3
0x10D884c84E160EBCA8937Cf3CDBfC087ABBB73B5,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,10301.617616,63
0x125DBE70459b36A4C71664DcC97224EafEb4AeE0,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,745.900904,59
0x87A09bef77c381aDC4f69D12A593A3a2604b13d1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,1806.932743,4
0xeB75A45B99a8698eBC45f24A1EcB57235cC0f875,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,32029.412810,5
0x9c5DEBac27762C11EA9e917713D9C53818Bb5Ab1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,28175.707156,53
0xC1f28e810cF2F8E1922a874F66112C7BF26A929A,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,75447.332616,12
0x057a1558a67C10F2B11F7f936E58Fcdec8113aF9,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,100000.000000,6
0xCA0073964efe7f9422CeB16901018b1DB0cC4785,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,6796.806858,6
0x3948943fEcD4Dd2FA09C94157c55979855b65Ede,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,620.327748,11
0xf36Dd95D4F5eEE29600e1f6004184B979a4Fe074,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,5020.312525,1
0x6E4DbE5dD7b1214B428D70Fb05Ee21fE2FaaD85F,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,30.382179,92
0x1f9E5ba6b5bAd1EaEB760347F8E86D3803e10C56,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,6710.049998,83
